250
147/1
83
354
376
149/2
36/1
331
369/6
379/5
745
852
389
73/1
76/2
186
531
41
340/2
485/3
645/1
276/9
136/1
247/3
317
138/1
27
79/2
24/2
68/6
221/1
271/27
118/3
220
240
8
319
2
504
266/6
550/2
578
31/2
480/1
28/1
321
638/3
60
65/8
520/3
324
171
50/24
67/7
603
620
642
775/1
79/5
339/3
701
34/4
1542
201/6
365
288
448/1
418
682
794
386
307/1
306/3
287/3
261
737
174
502
829/12
27/1
116/2
598
832
494
360
41/1
325/3
122
685
230
414
517
176
120/1
212/1
26/1
305/6
224
27/2
287/2
62/1
12/3
165/3
274
279
660
725/2
42/3
106
237/10
323
237/13
33/4
54
128/20
128/13
70/2
237/1
124
111/2
68
48/2
143/4
32
524
216/2
342/2
187/54
224/2
583
885
56
140
218/4
260
694
691/3
633/7
301
34
254
253/2
148/3
36/15
207
94/2
82/1
363/1
281/1
105
749
256/4
356/4
504
71/1
619
108/1
81
120/4
111/2
423/11
492
105/1
113
94
117/1
225
377/15
752
125/2
375/2
399/1
167/1
201
91/1
119/2
9
101/1
207/6
438
235
840
162/4
282/3
223/8
58/8
116/4
538
343
112
451
76
303
364/3
159
324
357/3
262/2
359/1
147
331/1
429
43
122/2
211/2
246
351/3
465/1
68
365/2
587
187/7
432/3
364
202/4
54/20
540/3
239
532/7
54/17
316/3
383
226/2
754
113/56
261
392/3
49
53
87
66/1
526/2
492
536
46/1
561/2
484/2
557/1
563/10
496
199/4
56/4
230/6
51
458/1
341/1
609
156
94/6
241
201
62/3
278
333
115
435/6
378
306/1
462
241/2
537
92
628
307
52/3
372
341
440/1
459
553
73
86
159
153
469/6
99/8
368/2
374
375
45
312/1
250/2
11/6
131/5
210/6
216/3
212/1
207
73
297/8
103
34/1
36/3
548
346
54/7
392/2
162/1
133
327/1
501
171/5
171/4
184/5
76/3
265/2
140/1
106/2
458
562
565
63/7
63/3
98/2
295/6
291/1
215/5
201/3
130
432
132
67/3
279/2
506
63/2
279
52/2
31/5
443
196
86/2
737
404
60/9
197/2
50/2
13
263
61/1
121/3
172/4
197/5
201/5
203/2
222/3
235
302/1
410
70/10
278/2
62/6
447
82
403/2
507/1
537
48/7
338/1
677
798
601
51
509/1
313
86
555
55
610/1
248
100
85/3
615/3
99/3
284/1
204
515
57
491
493
499
349
468
376
181/2
517
488/3
490
172
296
24/3
105/1
36/2
164
123
244
223
400
396
467
23
80
213/10
327/6
22
40/1
458
423
299
530
424
567
417
51/21
39/1
237/12
245/12
594
131/2
39/1
151
510
134
77/2
520/1
358/6
323/2
421/1
259/2
368
104
98/4
253
644/4
609
619
445
903
920
621
488/4
604
514/7
607/4
357/5
337
797
12/1
217
258/1
328/2
174/5
12/4
536
696/2
2/6
546/59
141/1
2/7
715/2
173/1
297
118/1
71/2
225/3
232
31
459
289
315/6
266/2
488/8
228
58/6
134
168
115/2
351/3
275
122/2
38/1
76
343/2
178
48/3
237/6
816/2
113
115
77/2
119
193
34/8
77
257/1
294
5/2
43/8
126/2
131
128
212/1
290/1
41/3
17/1
369
112/5
407
429
30/1
180/2
1
778
221/1
154
399
97
127/14
223/7
235/3
388
529
556/17
113/65
237/2
305/1
186/1
304/7
187/58
547
538
665
180/3
506/1
81/12
247
62/4
26/1
188/1
351
194
636/6
243/3
206/8
435/1
111
12
177/11
119/2
128/2
614/4
537
45/6
44
377/10
261/2
369/1
172
424
742/1
655/1
157/4
186/12
212/10
16/1
202
57/4
165
105
361/1
139
363/6
734/2
325/1
421
428
249
481
322
315
502
380
438
568
223/2
143
379
187
446
163/2
73
274
41
186/7
205
197
268/1
86
187/5
190/28
501/2
85/1
332
310
11
369/2
94/8
113/54
272/6
126
504/2
544/1
509/2
456
458/1
580/1
895
440
457/2
245
584
176/9
331
563/3
563/12
822
190/22
439
60/2
46/5
463
97
562
29/2
182/3
85/2
199/4
525
586
151/1
93
60
306
295
246/1
385/1
485/14
558/2
334/2
54
699/1
88/1
145
80
185/1
411/20
549
52
354/33
371/4
60
454/3
468/19
51/1
447
88/2
451/1
555
583
160
118
230/13
168
675
392
420
33/4
1/1
91/1
277/2
128
295/2
31/4
327/3
35
340/2
114/1
140/2
176/1
16/19
538
326/2
155
231/2
68/2
170/5
255
38
169/3
146/4
438
504
112
188
134/1
289/2
319/1
166
425
244/6
27
150
98
214
147/2
147/7
142
58/9
485/7
481
63/1
452/2
329
156/5
267
158/1
12/1
128
290
275
345/8
106/3
257/1
95/1
105
184
655
300/2
68/2
216
170/4
167/3
205/2
215
75/1
257/3
318
72/2
182/8
219/5
30/3
53
329/7
257/8
388
203/7
140/2
52/2
399/1
408
491
530/1
603/9
124
669
79
664
336/1
180
268
135
759/1
33
208/3
416
372
462
166/6
178/2
52
174/6
10/3
10/4
353
358/1
457
558
483/1
169
580/1
220/2
495
399
343
353/5
287
37
602
73
25/1
514/2
174
475
248
255
210
44/7
577
205
463
457
421
483
212/2
241/2
74/2
274
412
138
504
338/4
183
71
47
86
516
492
279/1
127
180
642
666
372
389
618
233
57
354/18
34/3
128
469/4
372/2
692
423
37
255
385
219/3
381/2
237/8
470/1
796
33/1
829/16
829/13
342/3
214
393/1
838
680/3
546/20
546/47
101
571
479
305
285
495
13
344
147
179/1
87
25
285/2
281
209
54/1
216
97/3
141/1
182
40/2
187/31
209/13
13/2
15/2
145/2
133
84/7
31/2
546/9
59/4
222
139
140/4
391/14
192/1
176/2
26
46/1
547/2
9
237/5
153/1
425
456/2
89
539/1
119/3
36/11
36/16
10/2
611
428
104/6
305
528/8
63
177/7
126/2
424
51/7
616
374
556/6
651/2
106
265
214/2
566/3
686
160/3
302/3
577/5
140/2
97
94/2
617/3
251/1
354/36
211/5
195/3
201/10
491/3
92/2
282/4
41
827
231/4
513
805/4
659
478/4
156
43
186/8
122
348/2
234
65/3
59
162
58/1
300/2
298/1
408
141
156
196
488/10
273
485/35
162
162
285
370
319
53
69
640/1
354/1
234
569/3
295/20
563
354
19/2
240/1
31
338
234
294/4
110
56
66/2
593/2
467
533
856/1
473
48
147
18
563/8
139/11
791
190/27
464
820/2
185/7
339
122/4
559
69/2
59/14
307
698/3
561/2
262/3
67/1
244
507/1
418/12
168/4
365/1
51
222
245/1
252
167/4
510/15
171/5
172/1
220/9
560/1
381
520
285/1
157/1
387/3
594
91/9
129/6
378/6
622
634
87
188
247/1
308
76/2
208/3
454/4
333/1
442
336/4
117
127
185
162
176
415
426/2
113/3
341
214/2
155/8
277/1
51/6
55/5
96
354/7
393
250/1
31/5
132
95
247/4
191/4
5/2
149
287
228
495
45/4
508
151/2
224
160/2
730/2
238/5
379
322/2
207/1
762/2
6/9
51/22
42
213/1
63/7
433
34/6
291
30/2
57/12
315
301
85/7
67
64/3
48/2
298
540
216
204/6
203/2
265
236/1
321
71/5
20
29/2
56/2
202/3
314/2
81
42/8
83/3
388
466
122
5/2
806
424/1
22/2
96
192
472
503
253
666
46/5
65/5
172
274/1
460/6
88
78
504
172/7
321
503
391
58/1
85
210/7
65
124
461
523
387
398
361
289
376
187/43
469
50/14
33
289/2
286
235
243
96/3
490
427
44/1
184
434
213
26/6
319/1
354/8
247
332
29
146/6
485/15
568
65/2
233
184/8
225
49/3
557/2
571
593
263/6
50/8
126/2
278
634
624
114
94
16/58
650/1
917
234
750
160/25
85
41/3
633/6
415
693
612
607/11
439
422
79
464/1
24/2
31/4
36
461/1
11/1
29/1
353
186
444/1
322
31
210
367
5/4
129
47/2
546/73
475
322/10
254
667
535
266/4
738
65/3
479/2
303
286
194
191/1
27
497
50/2
117
178
300/1
5/5
339
161/2
306
68/4
176
9/2
42/4
396/1
38/1
170/4
395
36/1
4/2
209/2
43
48/4
10
103/5
821/1
528
52
248
617/3
415
159/7
279
115
114
211/4
213/1
264
416
44/3
138/4
269
187/48
231/1
3/1
80
178
216
310
304/5
318/6
36
90/1
159
161/4
337
140/1
16/33
106
101/2
201/12
246
527/4
317
91/6
206/19
258
201/5
605
215
721
229
375/8
275
377/17
126/3
265
124/3
395/1
614/6
644/2
209
265/1
219/9
315/29
157
313
226
190/10
52/2
44/3
1534/1
301/5
366/13
347
430
148
417
320/1
44
213
337
141/1
432
419
485/32
231/1
167/1
105/7
234
244
477
337/1
160
93
195
92
160/2
203/3
529
157/11
239
16
239
85/2
293/9
238
315/15
243/1
73
108/2
113/34
375/15
84/1
512
100
56
294/2
210/14
469
119
927
472
118
77/9
565/1
385
563/5
99/3
223/5
200/6
655/18
710
478/9
434
56/5
248
266/2
163
153/2
238
123
185
122/5
384/8
107/2
510/16
124
655/16
455/3
577
282
251
78/2
404/1
626
325/4
88
331/2
91/7
624
154
167
105/1
115/2
113/39
136/13
204
136/2
318/14
596
208/2
213/3
282/2
437/1
107
566/2
34
383
31/8
122/1
28
404/1
311
176
321
225
196
78/2
94
351/9
258
565
514
146/5
526/1
436
524
345/2
190
233/3
51/12
775
237/15
137/8
137
41/1
283/2
283/1
63/6
536
19
163
57/19
57/18
165/2
73
123
124/2
477/3
105/2
697/1
128/1
753
57/16
377/2
194/6
181
217
165/1
229/1
101
678
295/15
83/4
447/6
19/4
80/6
336/3
492/1
417
421
129/6
769
267
116
489
41/1
33/2
59
2
175/8
611
209/1
484
351
373
286
202
246/4
63
57/2
110/1
64
271/31
166/4
18
113/32
383
187/35
566/3
462
75
19
334
486
487
561
213/12
470
487
91/4
496
94
215
45/3
270
642
500/2
290/8
560/2
649/2
290/2
55
152/3
80/1
294
563/16
64/2
391
534/1
503/1
889
334/1
281/4
559/4
673
454/1
546/56
212
440
302
315
202
338
365
43/1
218
38
474
701
191
7
546/19
153
375
182
72
333
232/2
43/2
677
503/2
255
253
391/7
485
286
552
65/4
213
302
547
78/2
26
302/2
495
100
23/1
391/11
233/3
82
56/4
80/2
223
234
220
161
31
11/4
592
41/3
427
36
77/5
351/1
653/2
8/2
182/2
17
50
87
118/1
5/4
84/5
227
457
617/4
128/7
255/2
141
113/24
267/1
24/4
30
277
113/29
223/4
781/8
221
230/1
46
616
556/2
468
153
2
176
437/6
510
586/1
283
238
200
6
108
99/4
143/2
190/13
303/2
50/6
106/3
45/2
411/12
113/59
152
177/5
107/1
228
783
269
525
399/2
12/2
373/1
284
495/2
189/2
27/2
137
350
128
290/7
274
345
298/3
348/4
302/2
397
127
398
450/10
485/2
275
174
336
267
434
267/1
485/25
466
211
257
418/6
264
396/4
188
160
157/14
432/1
91/27
577/2
577/11
808
239
242
592
233
478/6
573/3
480
110
242/3
232/5
476/5
476/4
44/3
163/2
440
297/2
538/1
519/1
454
514
582/3
5/3
244/3
42/5
501/9
512/1
167
790/1
538
280
170
58
179
406
133/3
11/3
73/1
103
449/5
151/2
260/2
94
159
58/13
638/1
77/11
365/2
359
507/2
266/9
285/1
153/2
304/2
255
555
144/2
471
439/3
435/7
527
645
163
81
91/2
358
464/7
556
354/2
151/3
207
140
94
128
139
173
682
683
76/1
128/5
9/6
210/2
50
136/1
307
21
209/3
216/1
185/1
242/8
288
58/2
107/1
162/3
766
519
3
148/1
247/7
165
571
521
83
72
168
74/2
348/1
295/5
122
148/2
218/3
409/2
139/8
345/7
348/2
9/3
201
252/1
160/5
298
151
200
119/1
586/2
266/1
275
736
37
204/5
498/3
164/2
335/5
66
382
394
202/5
16/2
107
220/3
46/3
77
388/1
6/3
17
18/2
26
48
97/5
198
484
154/3
380/3
392/3
369/9
90
91
487
115
698/5
563/3
590
12/3
528/1
34
214/3
164/9
423
200/8
278/12
238
68/2
14/5
74
153/1
92
482
12/2
104
4
249/1
25
503
196/7
51
574
290/1
538
441
229
212
267
217/3
223
431
487
442
485
337
106/2
242
292
358/8
131/3
290/6
199/1
231/2
628/1
293
263
366
520/4
43/3
768
549/4
261/1
170
401/1
270
322/4
673
602
623
626
907
774/4
266/5
152/3
1551
743
120/1
415
454/2
7
794
129/1
445
186
137
420
396
368
279
272
282
731
240/1
31/9
477/2
42
490/1
126/3
432/2
276/3
705
447/2
293
546/34
546/48
118
345
362
290/2
9/2
25/5
145
314/2
83/3
63
498/4
359/2
456/4
106
225/4
214/2
379/10
77/6
137
357/1
14
364
406
593
236
77/2
703
587
630
141
19
456/3
753/1
537
221
88
128/22
17
407
293/2
140
245
458
405
419
379/2
208
9
57/5
272/7
28
245/13
259/1
225
73/1
216/3
343/1
153
469/8
232/2
10
116/2
433/2
392/2
474
479
559
160/2
144
810
455/1
7/1
613
250
354/12
350/4
97
37/6
8/5
113/62
59/10
276/1
379/2
209/20
52/4
155
367/1
125/1
207/5
32
202/2
162/1
155
768
98/3
259
84/6
113/1
348/6
406
301/4
307/2
291/1
288
350
131
312/3
334
503
454
184
268/1
450/6
340
377
426
342
364/3
418/8
230
337/1
411/10
11/1
189
386
44/1
119
501
174
519/1
539
408
240/12
205
283/3
105/17
109
106
20/6
362
259
243
10/268
441
461/1
512/4
601
534
543
243
182/4
447
210/15
149
563/11
698/2
511
219
304
128/8
388/2
61/3
436
232/12
92
96/1
42
385/2
171
384/7
338
57
393
144/1
76/4
51/3
81
633
183
149
464/1
385
256/1
650
386/3
427
50/20
31/3
622
161
576
191
210/5
135
112/2
118/2
370
373
405
245/5
327/1
271/2
184
31/3
3/4
141/2
237
14/2
2/4
63/3
49/3
29
393
181/1
616
21/1
101
482
258
529
329/8
4
2
425/1
307
344/6
634/4
290
134/1
121/3
152/4
60/7
841
242
223
170
103/4
396
111/1
72/3
173/1
37
118/2
34/3
103/3
197/1
199
214
56
100/2
102/3
199
542
113/1
147/6
36/6
60
330
47
211
476
60/8
100
336/2
84
470/1
318
401
638/2
676
509/3
194
88/8
325/1
465
270
1/1
259
111
757
270
278/13
283
342
523
73/6
412
218
174/7
127
393
301
125
232/1
580/2
113/1
471
83
78
32
271/30
446/2
103
445
429
216
193
203
45
309
103/18
182/4
103/16
402/2
290/5
321
65/7
217/1
576
63
664
307
524/3
139
169/14
643
343
509/2
599
309
639
81
266/4
42/3
558
360
302
634/3
374
710
401/1
401/2
419/7
357/1
236/1
381
358
335
263
363/7
341
507/2
829/2
829/6
829/9
31/7
127/2
497/225
550
14
655/9
376
144/1
535
106/1
139
348
64/3
255/1
245/9
791
448/4
92
244/2
308/1
544
209/7
278/2
455
777
294
70/1
79/1
29
217
379
53
89
128/6
784
12/4
357/2
597
429
431/2
86
267
349/1
145/2
304
303/1
405
125
272/4
269/1
78
524
123/2
170
219/2
578
218/5
42/2
30
151
72
519/1
177/1
99/2
225/6
105/2
377/5
350/2
396/3
364/1
108/4
150
120
543
354/27
54/2
448
124/4
426
377/6
377/18
156
198
745
128/6
444/2
251
48
469/1
546/61
82/3
139/1
636/5
166
115/5
75
48
359/2
306
94
207/8
255
270
335
200
398
88/11
373
505
430
483/1
414
193
245
233
312/2
168
183/2
485/21
425/10
339
138/2
315/3
209/5
550/10
197
535
206/23
339
355
50/18
540/7
37/8
487
293
239
177/12
240
516
77/10
478/10
240/3
799
618
113/55
313
230/11
363/5
788/2
288
505/3
460
464/1
579/4
599
62/5
192
826
177/2
384
128/10
39/4
345
767
304
64
295
47/1
176/7
197
184/2
192/1
184
169/12
302
175/1
396/9
299
51/4
190/1
441
11/1
484/1
474
81/10
7/2
179
104
93
249/3
411/21
574/1
468/15
584/1
376
521
443/1
66
97
685
577
124/2
103
326/4
8
209/2
114/5
329/2
329/3
51/7
146/1
4/1
30
13
223
123
256/1
39/2
222/4
215/1
129/5
546
534
505
287
503
193/1
299/1
425
91/4
437/5
80/1
219/1
587
243/6
17
591/1
751
194
134/1
117/2
111/4
226
289
322/8
110/1
218/4
49
780
324
70
178
284
730/1
97/1
27
674/2
42/14
135/3
136/2
158
164/1
233/2
49/4
176/2
19/2
260
97/7
42/5
330/1
332/4
370
377/3
386
607/1
622
698/3
305/5
283
627/2
59
6
88/9
551
703/4
109
557/1
271
498
363
183
528/4
344
108
303
164/12
166
394
171
71
108/1
219
160/24
413
271/24
10/12
3/1
557
406
278/4
9
569
376
525
72
404
523/58
50/7
327/5
770/1
71/3
12/5
288
629/6
51
207
460
461
271/9
215/2
224
131/2
187/46
227
590
544
547/4
295
152/1
627/1
525/3
523/1
613
649
279/3
443
398
123
575
89
785/2
353
1548
382
696
246
278/1
80
416
421
168/1
149/2
285/16
200
450
271
256/3
327/4
5/1
159/5
21
313/7
69/6
71/1
96/8
368
577/7
722/8
8/3
311/9
311/10
355/1
307
394/1
387
350
841
188
313/1
2/3
415
494
9/1
486/3
47
124
168/6
61
795
4/1
117
239
546/14
548/1
254/1
27
158
741
304/8
207
392/8
155/4
358/3
79/3
60/2
61/6
88
148/2
393
556/3
339
228
96/11
24
434
208
226/1
312/1
264
332
649/3
416
226
107
16
26/1
216/1
34/1
83/1
138
142/1
171/3
129/1
12/2
212/3
274
169/18
229/6
31/2
127/13
153/6
172/4
300/2
27/1
31/4
106/1
516
513
315/8
322/3
278
543/1
97
243
253/1
81/8
284
169/8
386/1
100/2
679
16/62
24/3
194/1
765
396/4
56/1
243/4
47/3
19/4
261
108
423/13
45/7
501
46/6
454/3
176/4
377/9
52
127
164
896
190/9
390
366/5
404
130
450/11
325
468
345/12
499
444
399
346
172/1
485/17
252
170
326
260
185
2
197
432/2
179
182/3
509/2
292
91/3
50/9
532/1
637/4
440
258/2
211/2
307/1
243/2
88/9
74
66
344
158/2
113/47
655/3
655/4
55/1
307/13
190/17
307/8
199/2
280/2
190/18
266/3
575/2
507/1
343
497
538/3
563/9
120/1
31/11
359/7
73/5
40
39/2
232/8
235/1
315/1
200
63/4
43
58/2
299
164/1
561/3
584
266/8
132/1
485/26
488/2
220/4
142
291/8
542
285/3
588
34/5
637
258
151
83/1
433/1
464/4
625
168/2
205/1
368/1
242/6
285/2
349
235/5
39/4
91/5
17
39/2
386/1
396
363
335
308
65/2
125
96
80/2
578
545
901
500
260/3
476/2
131
312/4
161/1
67/6
274/3
586/3
421/2
222
165/3
100/1
131/3
325
159
226/1
650/3
226
74/12
635
243
67/4
65
110
190
284
161/2
172/5
182/6
556/9
219/10
219/3
488/7
493
325/2
815
99/6
351
755/2
277
216
437/2
278/6
369
365
98/2
119
164/8
381
205
366
488/5
148
281
219/2
24/4
60
1
210/8
26
557/3
77/2
497/223
612
561/1
39
698/6
514/1
313
422
230
198
183
254
294
513
212/1
328
59/5
61/3
8/4
62/2
137/5
595
131/5
300
553
227
515/3
315/27
526
418
64/2
605
639
670
188
505/3
397/1
441
607/3
546/55
237/7
304
6
460/1
438
434
265
367
397
203
71/3
13
184/2
829/15
212
713
37
546/58
95
359/4
607/12
43
297
546/28
546/41
714
389
41/1
197/1
410/3
460/2
228/3
206
290/1
7
383/24
440
170
180/3
742/2
382/6
24/5
71
160
44
546/10
59/6
207
210
96/3
118
335/1
439/1
127/1
93/2
128/9
50/6
118
725/3
39/3
39/1
48/1
7
663/2
237/9
259
237/14
272
634/6
212/4
207/2
19
478
75
13/1
280
15/1
123
82
104/2
65
173/1
277/1
277/1
299/1
358
149
57/3
285
271
271/1
256
10/7
252
224/3
217
272
299
401/3
25/1
384/10
159
72
46/4
187/1
633/4
468
691/6
99/2
197/3
199
96/1
471
123/5
713
139
50/11
291
266/10
98
526/1
452/1
128/4
52/3
116/1
729/2
140
141/1
36/2
439
379/7
49/5
48
49/6
3
125
805/2
375/4
103/17
628/2
165/1
210
225/1
166/1
461
646/1
933
193/1
145
801
474
301/1
324/3
366/6
450/1
281
364/2
421
443
144
569
143
154
442
482
510/1
318
305/7
438
363/12
450/4
351
337/2
88/5
138/1
129/5
283/2
360
288
31
203/5
113/22
113/45
140
84/2
306/4
471
501/8
534
576
537
478/1
446
569
104
359
509/1
655/19
62/5
365
223/3
91
650/2
254
128/11
12/3
94/7
53
538/6
199
62
408
557/2
99
43/9
379/8
303/4
111
293/1
100/2
253
485/1
403/1
479/1
529
227
137
543
52/4
464/2
329
311/2
539
141
171
178/2
322/6
350/3
134/4
168/4
327/2
277
271/3
46/3
332
53/7
54/3
195
106/7
152/3
357/2
329/2
57/6
57/3
392
367
333/2
160/4
247/6
159
169/5
480
110/3
499/3
184/9
322
220/2
218/3
427
42
293/2
393/4
323
320
208/4
53/2
276/13
206
299
282
280
34/4
123/2
26/3
69
74/2
128/5
40
189/2
156
105/3
670
153/7
204/2
160/2
212/4
805
101/1
103/2
122/4
207
36/14
194/15
471
99/4
298/2
140/3
550
541
553
368
372
512
376/1
832/1
777
38/6
298/1
42/1
14/1
339/3
318/3
169
366/6
528/6
316
168
511
219
278/18
235
280
120/2
105/18
14/2
245/7
493
76
78
287
37
248
213/7
697/3
359/6
190/19
298
225
41
60/1
446/1
45/1
413
616
595
509/4
762/1
42
317
632
231/2
758
263/3
600
615
662
668
632
837/3
521/1
1546
615/1
343/5
296/1
101
399/2
191/2
415
246
245
436
279
652/2
342/4
359/3
829/1
336
9/3
28/4
25/4
219
213/1
234/2
69/12
192/2
384
316
614
562
371
7
335
186/2
734
129/6
74
39
431
549/3
391/9
243
278/8
196
428
205/1
74/1
439
168/2
273
62/2
272
439
206
355
28
407
729
12
118/2
400
76/3
702
50/5
26/1
79/4
121
663/3
45
137/3
237/3
108/3
16/2
86
128/23
135/2
69
130/2
144
184/7
200
215/1
333
417
455
58/1
809
238/3
141
256/2
528/12
276/1
107
223/5
781/2
267/2
375
166/22
231/4
250
242/4
372
378/2
78/4
79/7
217
189
373/3
753/2
315/4
195/3
514/4
31/6
160/4
649/4
80/5
300
232/4
195/4
566/2
91/12
203/5
183/6
447
231/1
12/1
263
241/5
373/2
83/1
228
142/2
118/4
161
338/1
246
298
178/1
26/4
24/1
76
297/1
398
348/3
316/1
306
411/1
279/4
160
1537
1541
345/3
485/27
243
1
44/2
198
210/17
489
297
167
290
155/1
50/21
50/19
780
38/4
240/11
289/15
107/2
396/6
99
280
84/1
443
517/1
34
158
481
279
608
487
564/3
502
448
489/2
139/10
58/4
231/1
227
46
99
223/6
425/1
174/2
336
271/1
59/9
503
133
242/2
240
447
259
59/5
191
418/1
285/9
95/3
58
318/4
482
358/2
243
197/2
585/3
173/1
71/2
411/10
548
632
259
84/5
99
203
401/3
240
107
113
148
533
253
582
274/1
59
75/1
460/1
163
165
125
173
44/3
238/2
243/5
245/4
379
112/3
45/5
162/2
318/11
412/1
211/3
240
6/4
31/5
91/2
182/4
356
23
377
83/5
614
31/6
231/1
395
16/21
172/6
379/2
150
106/6
273
298/5
88/6
518
261/1
262
636/2
648
171/1
3/3
575
148
130
63/2
46
134/4
71/2
330
225
14
274/2
279
247
90/4
117/1
197/3
329
523/2
227/1
16/1
117/3
132
22/2
6/1
196/3
26/2
281/3
186/4
6/4
228/4
19/3
281
100/10
82/4
359/1
62/11
806/1
628
665
65/6
762/2
38/3
82
93/1
591/1
62
339/5
807
235/2
514/6
343/54
528/13
507
54
472
555
5
322
50/1
314
209/19
11
346
378
187/17
166/16
485
16
496
84
379
393/6
344
309
303
90
113/46
172/1
137/1
705
315
238
472
491
550/3
96
492
236
209
47
355/4
271/16
68/2
347
396/2
232/9
154
582
257
363/10
103/1
419
84/4
631
640
647
650
130
909
805/1
172
646
643/4
746/3
317/2
285/11
442
209/1
164
354/1
398/1
375
599
35
210/1
248/1
568
448
401
288/5
288/2
880
19/1
159/3
463
330
371/2
93
378
706/3
130/4
346
142
272/3
546/18
120/1
214
97
465
288
518
389/3
244/1
231
230
135/2
12
243/1
236
52/4
205
1/6
308/3
227/2
315/17
478
304
101
144/2
322/5
211/3
285/1
379/4
38/7
265
63/2
78/5
302
10/1
28
456
55
488
356/1
251/2
50
515
505/1
103/2
4/7
6/2
335
237/2
73/5
58/5
391/13
66/3
34/3
94
44/8
617/1
128/14
295/11
121/4
112/4
134/3
331
218/2
68/3
329/1
169
220/10
44/4
408
98
286
224
329
260/4
238/1
10/13
98
129/4
130
127/10
127/11
128/5
384/3
584
375
160
55
67/11
294
292
66
453
99/4
689
456
455
627
161/3
263
266
94/1
90
40
82/2
103
153/4
36/6
769
110/5
1553/2
55/2
102/2
367
260
151
290
45/2
782/2
376/4
375/5
703
91/9
445
4/2
1/2
396/2
91/18
11
408
310/4
143/2
157/10
186/10
264
204
430
121
219
349
469/2
193/6
166
28/5
244
180/3
157/6
580
51/5
58
391/2
195
358/3
116/5
420
198
223/1
464
404
475
485/23
467
473
476
181
402
135
141/8
163/2
88/7
511
550/12
509/3
295/3
221
54/14
82/7
809
382
363/13
469
240/5
69/2
346
289/3
113/53
218/1
369
558
579/3
580/2
594
